M 9
P TROPICANA-ORANGE-JUICE 1
P TIC-TAC-ORANGE 7
R DASANI-WATER 5
R STARBURST 10
P SUN-CHIPS-HARVEST-CHEDDAR 8
P SKITTLES 1
O DORITOS-COOL-RANCH 2 8
P MILKY-WAY 9
R MILKY-WAY 9
R COCA-COLA 4
P CHEETOS-FLAMIN'-HOT 9
P FIJI-WATER 7
P DASANI-WATER 8
R SNICKERS 3
P TASTYKAKE-HONEY-BUN 6
P PLANET-OATS-CHOCOLATE-MILK 5
O MENTOS-FRUIT 6 7
R NESTEA-LEMON-TEA 4
R MOUNTAIN-DEW 7
R LIFE-SAVERS-GUMMIES 9
P TROPICANA-ORANGE-JUICE 3
R MENTOS-FRUIT 3
R DASANI-WATER 2
R PRINGLES-SOUR-CREAM-&-ONION 3
P KIT-KAT 6
R MONSTER-ENERGY 2
P POWERADE 10
R PEPSI 1
R SMARTWATER 10
M 1
R TROPICANA-ORANGE-JUICE 2
R SMARTWATER 1
M 5
R AQUAFINA-WATER 8
R ALTOIDS-PEPPERMINT 8
P HOSTESS-DONETTES-POWDERED 9
R TASTYKAKE-HONEY-BUN 6
R CHEETOS-CRUNCHY 7
M 4
R FIJI-WATER 2
P MOUNTAIN-DEW 5
R POCKY-CHOCOLATE 5
K WHAT-A-MATRAKA
P GATORADE 3
P TWIX 8
R TASTYKAKE-HONEY-BUN 3
R CHEETOS-CRUNCHY 1
R LAYS-CLASSIC 9
R PLANET-OATS-CHOCOLATE-MILK 10
R AQUAFINA-WATER 4
R DASANI-WATER 7
O RITZ-CRACKERS 5 9
M 8
R TASTYKAKE-HONEY-BUN 2
P PLANET-OATS-CHOCOLATE-MILK 7
M 10
R HOSTESS-TWINKIES 8
R OREO 3
R HARIBO-GOLD-BEARS 2
P MILKY-WAY 7
R COCA-COLA 1
P CHEETOS-CRUNCHY 5
R LIFE-SAVERS-GUMMIES 1
O OREO 6 5
R GATORADE 7
R KIND-BAR-DARK-CHOCOLATE-NUT 1
R SNICKERS 8
P HARIBO-GOLD-BEARS 4
P POCKY-CHOCOLATE 9
P PRINGLES-ORIGINAL 1
M 3
O KIND-BAR-DARK-CHOCOLATE-NUT 2 4
R EXTRA-PEPPERMINT-GUM 3
M 1
M 9
K WHAT-A-MATRAKA
R PRINGLES-ORIGINAL 8
R TROPICANA-ORANGE-JUICE 4
R LAYS-BARBECUE 5
R STARBURST 1
O NESQUIK-CHOCOLATE-MILK 5 5
R POCKY-CHOCOLATE 5
K WHAT-A-MATRAKA
O AQUAFINA-WATER 3 1
R TASTYKAKE-HONEY-BUN 1
R KIT-KAT 9
R RITZ-CRACKERS 3
R TASTYKAKE-HONEY-BUN 6
R SKITTLES 4
P 3-MUSKETEERS 2
R PRINGLES-ORIGINAL 1
R PRINGLES-SOUR-CREAM-&-ONION 8
R SNICKERS 2
R COCA-COLA 7
O NESTEA-LEMON-TEA 9 3
O LAYS-BARBECUE 7 6
P TWIX 5
K WHAT-A-MATRAKA
R M&M 10
P PLANET-OATS-CHOCOLATE-MILK 5
M 10
P OREO 5
R MONSTER-ENERGY 7
R TASTYKAKE-HONEY-BUN 6
P PLANET-OATS-CHOCOLATE-MILK 1
R STARBUCKS-FRAPPUCCINO 1
O FIJI-WATER 1 10
R PRINGLES-ORIGINAL 3
R LAYS-CLASSIC 3
P OREO 6
P FANTA-ORANGE 10
R 3-MUSKETEERS 8
P DORITOS-NACHO-CHEESE 5
R COCA-COLA 5
R EXTRA-PEPPERMINT-GUM 5
R CHEETOS-CRUNCHY 3
P HOSTESS-TWINKIES 5
R EXTRA-PEPPERMINT-GUM 8
P DASANI-WATER 6
M 4
M 6
R COCA-COLA 2
R PRINGLES-ORIGINAL 6
R POCKY-CHOCOLATE 2
P TIC-TAC-ORANGE 1
R DORITOS-COOL-RANCH 7
R 3-MUSKETEERS 3
R LAYS-BARBECUE 5
R SPRITE 10
P POWERADE 8
P LAYS-BARBECUE 9
R SMARTWATER 9
R COCA-COLA 4
R SPRITE 10
O CLIF-BAR-CHOCOLATE-CHIP 9 3
R RITZ-CRACKERS 6
P MENTOS-FRUIT 8
P STARBURST 6
P KIND-BAR-DARK-CHOCOLATE-NUT 6
O KIT-KAT 1 9
P POWERADE 3
R COCA-COLA 7
R MOUNTAIN-DEW 7
R POWERADE 3
M 4
P NUTRI-GRAIN-STRAWBERRY 6
R RITZ-CRACKERS 9
R DASANI-WATER 9
R LIFE-SAVERS-GUMMIES 5
R MILKY-WAY 3
P OREO 5
P POCKY-CHOCOLATE 7
K WHAT-A-MATRAKA
O PRINGLES-SOUR-CREAM-&-ONION 1 9
R LAYS-CLASSIC 6
O ALTOIDS-PEPPERMINT 5 2
M 5
R CHEETOS-CRUNCHY 10
R SKITTLES 3
R ALTOIDS-PEPPERMINT 8
O CHEETOS-FLAMIN'-HOT 8 10
R HOSTESS-DONETTES-POWDERED 6
R TRIDENT-SPEARMINT-GUM 5
R LAYS-BARBECUE 4
R FANTA-ORANGE 1
R PRINGLES-ORIGINAL 3
R COCA-COLA 6
R POWERADE 7
R RED-BULL 2
P SKITTLES 6
P AQUAFINA-WATER 9
K WHAT-A-MATRAKA
R SUN-CHIPS-HARVEST-CHEDDAR 1
R POCKY-CHOCOLATE 8
R TASTYKAKE-HONEY-BUN 3
R EXTRA-PEPPERMINT-GUM 1
R KIND-BAR-DARK-CHOCOLATE-NUT 9
R POWERADE 6
R SPRITE 4
R MONSTER-ENERGY 10
R SMARTWATER 10
P DR-PEPPER 8
R TRIDENT-SPEARMINT-GUM 7
R TASTYKAKE-HONEY-BUN 6
P DR-PEPPER 9
R CLIF-BAR-CHOCOLATE-CHIP 2
M 7
R FIJI-WATER 8
R COCA-COLA 7
K WHAT-A-MATRAKA
R TASTYKAKE-HONEY-BUN 4
P AQUAFINA-WATER 1
R HOSTESS-DONETTES-POWDERED 1
P HARIBO-GOLD-BEARS 3
O OREO 6 1
R PRINGLES-SOUR-CREAM-&-ONION 4
P POWERADE 9
R PLANET-OATS-CHOCOLATE-MILK 9
P TROPICANA-ORANGE-JUICE 3
R M&M 6
P ALTOIDS-PEPPERMINT 5
P NESTEA-LEMON-TEA 1
R HOSTESS-DONETTES-POWDERED 10
R POCKY-CHOCOLATE 3
P HOSTESS-TWINKIES 5
P DR-PEPPER 2
R LAYS-CLASSIC 1
O FANTA-ORANGE 6 10
M 1
P SKITTLES 4
P TASTYKAKE-HONEY-BUN 9
R CLIF-BAR-CHOCOLATE-CHIP 4
R FANTA-ORANGE 2
P OREO 3
O DR-PEPPER 2 6
R DORITOS-NACHO-CHEESE 6
R RITZ-CRACKERS 9
M 9
P OREO 5
R STARBURST 2
O PRINGLES-ORIGINAL 7 4
R STARBUCKS-FRAPPUCCINO 4
O CLIF-BAR-CHOCOLATE-CHIP 2 9
P HOSTESS-DONETTES-POWDERED 5
P DASANI-WATER 4
K WHAT-A-MATRAKA
O NESQUIK-CHOCOLATE-MILK 2 1
R AQUAFINA-WATER 8
R RED-BULL 7
R FIJI-WATER 9
R DASANI-WATER 1
P CLIF-BAR-CHOCOLATE-CHIP 4
R STARBUCKS-FRAPPUCCINO 1
R NESTEA-LEMON-TEA 3
R CLIF-BAR-CHOCOLATE-CHIP 5
R HOSTESS-TWINKIES 2
O ALTOIDS-PEPPERMINT 9 2
O OREO 2 5
P HARIBO-GOLD-BEARS 2
R PLANET-OATS-CHOCOLATE-MILK 2
R M&M 9
P LAYS-BARBECUE 3
R MOUNTAIN-DEW 8
R RED-BULL 3
R PEPSI 7
R CLIF-BAR-CHOCOLATE-CHIP 5
R LAYS-BARBECUE 3
P FIJI-WATER 4
R POCKY-CHOCOLATE 7
R DORITOS-NACHO-CHEESE 3
R CHEETOS-CRUNCHY 3
R MENTOS-FRUIT 1
R DORITOS-COOL-RANCH 10
P NUTRI-GRAIN-STRAWBERRY 4
R NESQUIK-CHOCOLATE-MILK 3
M 9
P MILKY-WAY 10
R CLIF-BAR-CHOCOLATE-CHIP 7
R AQUAFINA-WATER 5
R SMARTWATER 2
R DR-PEPPER 6
P TASTYKAKE-HONEY-BUN 5
R NUTRI-GRAIN-STRAWBERRY 2
R KIND-BAR-DARK-CHOCOLATE-NUT 9
P GATORADE 8
R NESTEA-LEMON-TEA 9
R SPRITE 2
R HOSTESS-DONETTES-POWDERED 5
R ALTOIDS-PEPPERMINT 4
P STARBURST 10
R OREO 2
R STARBUCKS-FRAPPUCCINO 8
K WHAT-A-MATRAKA
R RITZ-CRACKERS 1
R TWIX 5
K WHAT-A-MATRAKA
P PRINGLES-ORIGINAL 7
P MENTOS-FRUIT 7
R PEPSI 7
R NESQUIK-CHOCOLATE-MILK 5
R TIC-TAC-ORANGE 9
R FIJI-WATER 1
P AQUAFINA-WATER 3
R OREO 10
P KIT-KAT 3
R TRIDENT-SPEARMINT-GUM 8
R DASANI-WATER 2
O FANTA-ORANGE 9 6
M 9
R MOUNTAIN-DEW 2
R NUTRI-GRAIN-STRAWBERRY 2
P OREO 1
K WHAT-A-MATRAKA
P LAYS-BARBECUE 4
R KIND-BAR-DARK-CHOCOLATE-NUT 9
R SPRITE 10
P M&M 8
R FIJI-WATER 7
R TRIDENT-SPEARMINT-GUM 2
M 6
P LAYS-CLASSIC 2
R NESQUIK-CHOCOLATE-MILK 2
R SUN-CHIPS-HARVEST-CHEDDAR 5
R AQUAFINA-WATER 9
M 8
M 10
O FANTA-ORANGE 10 1
R STARBURST 5
P CHEETOS-FLAMIN'-HOT 5
P 3-MUSKETEERS 5
P RITZ-CRACKERS 3
R STARBUCKS-FRAPPUCCINO 7
K WHAT-A-MATRAKA
P TRIDENT-SPEARMINT-GUM 6
R MOUNTAIN-DEW 2
R TWIX 2
O OREO 1 2
M 2
R TASTYKAKE-HONEY-BUN 10
P SUN-CHIPS-HARVEST-CHEDDAR 6
O TWIX 9 7
R POCKY-CHOCOLATE 10
R PEPSI 8
R PLANET-OATS-CHOCOLATE-MILK 7
R PRINGLES-SOUR-CREAM-&-ONION 3
R KIT-KAT 4
P M&M 6
P TASTYKAKE-HONEY-BUN 10
R RED-BULL 2
P FIJI-WATER 9
R 3-MUSKETEERS 6
R OREO 1
K WHAT-A-MATRAKA
R 3-MUSKETEERS 5
R MILKY-WAY 10
O POCKY-CHOCOLATE 4 6
R MOUNTAIN-DEW 1
R MILKY-WAY 10
R FANTA-ORANGE 7
R DORITOS-NACHO-CHEESE 8
R TWIX 5
R PLANET-OATS-CHOCOLATE-MILK 7
P DORITOS-COOL-RANCH 4
O CHEETOS-FLAMIN'-HOT 9 9
R CHEETOS-CRUNCHY 3
R POCKY-CHOCOLATE 10
R PRINGLES-ORIGINAL 7
R AQUAFINA-WATER 8
M 10
R FANTA-ORANGE 9
P COCA-COLA 9
P TRIDENT-SPEARMINT-GUM 4
O FANTA-ORANGE 6 3
K WHAT-A-MATRAKA
R DORITOS-COOL-RANCH 3
P RITZ-CRACKERS 10
O NUTRI-GRAIN-STRAWBERRY 5 10
R DR-PEPPER 6
R HARIBO-GOLD-BEARS 5
R SUN-CHIPS-HARVEST-CHEDDAR 8
R STARBURST 4
O SMARTWATER 8 3
R RED-BULL 6
R HARIBO-GOLD-BEARS 10
R CHEETOS-CRUNCHY 4
M 10
K WHAT-A-MATRAKA
R FIJI-WATER 3
R RED-BULL 8
O RITZ-CRACKERS 5 2
R OREO 1
R NUTRI-GRAIN-STRAWBERRY 3
O STARBUCKS-FRAPPUCCINO 8 10
R AQUAFINA-WATER 3
M 4
R POCKY-CHOCOLATE 3
R SMARTWATER 3
R COCA-COLA 1
R POCKY-CHOCOLATE 1
R POCKY-CHOCOLATE 6
R 3-MUSKETEERS 1
R SKITTLES 1
R RED-BULL 8
R CHEETOS-CRUNCHY 4
P EXTRA-PEPPERMINT-GUM 7
P ALTOIDS-PEPPERMINT 3
M 10
R ALTOIDS-PEPPERMINT 7
R DORITOS-NACHO-CHEESE 1
R M&M 6
R LAYS-CLASSIC 3
P FIJI-WATER 4
R NESTEA-LEMON-TEA 8
P TROPICANA-ORANGE-JUICE 6
P RITZ-CRACKERS 8
O SPRITE 8 2
K WHAT-A-MATRAKA
R MENTOS-FRUIT 1
P CLIF-BAR-CHOCOLATE-CHIP 9
R TRIDENT-SPEARMINT-GUM 3
R NUTRI-GRAIN-STRAWBERRY 2
O DORITOS-COOL-RANCH 3 2
R PLANET-OATS-CHOCOLATE-MILK 6
R RED-BULL 10
R CLIF-BAR-CHOCOLATE-CHIP 3
O STARBURST 6 6
P SPRITE 4
K WHAT-A-MATRAKA
R TRIDENT-SPEARMINT-GUM 3
R MOUNTAIN-DEW 3
R COCA-COLA 7
R DORITOS-NACHO-CHEESE 7
R STARBUCKS-FRAPPUCCINO 8
R NESTEA-LEMON-TEA 5
O M&M 9 9
R SNICKERS 5
R KIT-KAT 3
R POCKY-CHOCOLATE 1
O TROPICANA-ORANGE-JUICE 7 8
O HARIBO-GOLD-BEARS 3 4
K WHAT-A-MATRAKA
R SUN-CHIPS-HARVEST-CHEDDAR 8
R MILKY-WAY 4
P PRINGLES-SOUR-CREAM-&-ONION 5
R STARBURST 9
O KIT-KAT 1 10
R KIND-BAR-DARK-CHOCOLATE-NUT 9
R SNICKERS 6
O KIT-KAT 2 8
R DORITOS-COOL-RANCH 9
R PEPSI 7
M 2
R AQUAFINA-WATER 5
R PRINGLES-ORIGINAL 10
R NESQUIK-CHOCOLATE-MILK 6
R TWIX 8
R FIJI-WATER 10
P TWIX 10
R FANTA-ORANGE 7
R SUN-CHIPS-HARVEST-CHEDDAR 8
O POCKY-CHOCOLATE 4 6
R OREO 8
K WHAT-A-MATRAKA
R DORITOS-NACHO-CHEESE 3
R M&M 1
P TIC-TAC-ORANGE 4
R SNICKERS 1
R NUTRI-GRAIN-STRAWBERRY 7
R NUTRI-GRAIN-STRAWBERRY 9
M 10
O LAYS-BARBECUE 1 6
R NESQUIK-CHOCOLATE-MILK 10
P PRINGLES-SOUR-CREAM-&-ONION 10
R PLANET-OATS-CHOCOLATE-MILK 5
P HOSTESS-TWINKIES 10
R 3-MUSKETEERS 10
R NESTEA-LEMON-TEA 6
R FANTA-ORANGE 8
M 9
R LAYS-BARBECUE 9
R MOUNTAIN-DEW 10
P NUTRI-GRAIN-STRAWBERRY 8
P GATORADE 2
R LIFE-SAVERS-GUMMIES 3
R LIFE-SAVERS-GUMMIES 9
R HARIBO-GOLD-BEARS 2
R LIFE-SAVERS-GUMMIES 7
R CHEETOS-CRUNCHY 8
R TWIX 9
R M&M 4
R AQUAFINA-WATER 7
M 6
R SUN-CHIPS-HARVEST-CHEDDAR 5
R SNICKERS 4
P LAYS-CLASSIC 10
P DASANI-WATER 6
R ALTOIDS-PEPPERMINT 3
R MONSTER-ENERGY 8
R SKITTLES 6
M 5
R COCA-COLA 6
R MENTOS-FRUIT 4
R OREO 2
R MONSTER-ENERGY 6
R COCA-COLA 1
R GATORADE 8
R KIT-KAT 1
P DR-PEPPER 8
R TIC-TAC-ORANGE 2
P STARBUCKS-FRAPPUCCINO 3
R COCA-COLA 7
R HARIBO-GOLD-BEARS 1
P 3-MUSKETEERS 9
M 8
R LAYS-CLASSIC 8
P SNICKERS 8
R SMARTWATER 6
R LAYS-CLASSIC 1
R NUTRI-GRAIN-STRAWBERRY 2
R CHEETOS-CRUNCHY 7
R LIFE-SAVERS-GUMMIES 8
R LAYS-CLASSIC 4
R RED-BULL 4
O LAYS-CLASSIC 7 1
R OREO 10
R POCKY-CHOCOLATE 10
P HOSTESS-DONETTES-POWDERED 7
P SMARTWATER 10
P FIJI-WATER 6
R HOSTESS-DONETTES-POWDERED 7
R FIJI-WATER 6
M 6
P SPRITE 7
M 1
R AQUAFINA-WATER 4
R CHEETOS-CRUNCHY 5
R DORITOS-NACHO-CHEESE 4
R TASTYKAKE-HONEY-BUN 9
R NESQUIK-CHOCOLATE-MILK 8
R EXTRA-PEPPERMINT-GUM 9
O DASANI-WATER 4 6
O HARIBO-GOLD-BEARS 1 7
R 3-MUSKETEERS 7
R KIND-BAR-DARK-CHOCOLATE-NUT 5
R DASANI-WATER 8
O TASTYKAKE-HONEY-BUN 10 1
P POCKY-CHOCOLATE 3
O CHEETOS-FLAMIN'-HOT 7 5
R KIT-KAT 5
M 3
R EXTRA-PEPPERMINT-GUM 1
P TROPICANA-ORANGE-JUICE 9
R PEPSI 8
P TROPICANA-ORANGE-JUICE 10
R DR-PEPPER 9
K WHAT-A-MATRAKA
R DORITOS-COOL-RANCH 10
R TIC-TAC-ORANGE 5
R EXTRA-PEPPERMINT-GUM 1
R ALTOIDS-PEPPERMINT 4
R TRIDENT-SPEARMINT-GUM 6
M 2
P SNICKERS 1
R DASANI-WATER 6
R DASANI-WATER 6
R POCKY-CHOCOLATE 6
P SNICKERS 5
R HOSTESS-TWINKIES 9
R STARBURST 1
K WHAT-A-MATRAKA
P DASANI-WATER 5
R EXTRA-PEPPERMINT-GUM 3
K WHAT-A-MATRAKA
P PRINGLES-SOUR-CREAM-&-ONION 4
P LIFE-SAVERS-GUMMIES 2
R KIT-KAT 6
O PEPSI 8 2
R NUTRI-GRAIN-STRAWBERRY 2
O HARIBO-GOLD-BEARS 9 5
R KIND-BAR-DARK-CHOCOLATE-NUT 1
R RITZ-CRACKERS 7
R KIT-KAT 6
O FANTA-ORANGE 4 6
R MENTOS-FRUIT 3
O M&M 8 10
O SPRITE 1 8
R DORITOS-COOL-RANCH 4
M 2
R LAYS-BARBECUE 3
M 10
R TASTYKAKE-HONEY-BUN 6
O SMARTWATER 1 4
P LAYS-BARBECUE 1
R CHEETOS-CRUNCHY 2
R TRIDENT-SPEARMINT-GUM 1
P NUTRI-GRAIN-STRAWBERRY 7
R CHEETOS-FLAMIN'-HOT 7
R TWIX 10
P SUN-CHIPS-HARVEST-CHEDDAR 8
M 7
R GATORADE 1
R CHEETOS-FLAMIN'-HOT 6
O FIJI-WATER 4 9
R EXTRA-PEPPERMINT-GUM 7
P SKITTLES 2
O FANTA-ORANGE 8 9
R COCA-COLA 7
P HOSTESS-TWINKIES 5
R 3-MUSKETEERS 9
P SUN-CHIPS-HARVEST-CHEDDAR 10
O SNICKERS 4 2
R KIT-KAT 6
R STARBURST 4
R M&M 4
R CHEETOS-FLAMIN'-HOT 6
R TIC-TAC-ORANGE 4
R PLANET-OATS-CHOCOLATE-MILK 10
R POWERADE 8
P POCKY-CHOCOLATE 10
R RED-BULL 9
O CLIF-BAR-CHOCOLATE-CHIP 5 7
O TWIX 6 2
R NUTRI-GRAIN-STRAWBERRY 3
P DR-PEPPER 4
R HOSTESS-DONETTES-POWDERED 2
P MILKY-WAY 8
R NUTRI-GRAIN-STRAWBERRY 4
R NESTEA-LEMON-TEA 1
M 6
R ALTOIDS-PEPPERMINT 4
R KIND-BAR-DARK-CHOCOLATE-NUT 9
P MONSTER-ENERGY 1
R POCKY-CHOCOLATE 8
R AQUAFINA-WATER 1
R SPRITE 2
R LAYS-BARBECUE 5
P AQUAFINA-WATER 8
P PEPSI 10
K WHAT-A-MATRAKA
P NESTEA-LEMON-TEA 3
R SUN-CHIPS-HARVEST-CHEDDAR 9
O LAYS-BARBECUE 8 9
R DR-PEPPER 4
O ALTOIDS-PEPPERMINT 7 1
P TROPICANA-ORANGE-JUICE 9
P DORITOS-NACHO-CHEESE 7
P 3-MUSKETEERS 7
R COCA-COLA 1
R MILKY-WAY 5
O PLANET-OATS-CHOCOLATE-MILK 5 8
R SPRITE 9
O TASTYKAKE-HONEY-BUN 7 4
K WHAT-A-MATRAKA
R MENTOS-FRUIT 10
R PLANET-OATS-CHOCOLATE-MILK 6
R RITZ-CRACKERS 1
O RED-BULL 6 5
P M&M 4
R MOUNTAIN-DEW 9
R DASANI-WATER 1
M 2
R CHEETOS-FLAMIN'-HOT 6
P PLANET-OATS-CHOCOLATE-MILK 3
P KIND-BAR-DARK-CHOCOLATE-NUT 10
K WHAT-A-MATRAKA
P SKITTLES 1
O DR-PEPPER 7 8
O 3-MUSKETEERS 1 5
R AQUAFINA-WATER 1
R M&M 2
R PRINGLES-ORIGINAL 7
P TROPICANA-ORANGE-JUICE 8
P NESTEA-LEMON-TEA 6
P TROPICANA-ORANGE-JUICE 4
O SPRITE 9 5
R LIFE-SAVERS-GUMMIES 1
P SPRITE 7
R TRIDENT-SPEARMINT-GUM 6
R OREO 6
M 1
R POCKY-CHOCOLATE 10
R PEPSI 1
R OREO 5
K WHAT-A-MATRAKA
P DASANI-WATER 6
K WHAT-A-MATRAKA
R SPRITE 4
R SMARTWATER 2
R CHEETOS-CRUNCHY 4
M 2
P TASTYKAKE-HONEY-BUN 2
R MILKY-WAY 2
K WHAT-A-MATRAKA
M 8
R KIND-BAR-DARK-CHOCOLATE-NUT 3
R POCKY-CHOCOLATE 6
R SKITTLES 2
O AQUAFINA-WATER 7 5
K WHAT-A-MATRAKA
R SPRITE 1
R NUTRI-GRAIN-STRAWBERRY 8
O DORITOS-NACHO-CHEESE 7 9
K WHAT-A-MATRAKA
O RITZ-CRACKERS 6 6
R DASANI-WATER 9
K WHAT-A-MATRAKA
R KIND-BAR-DARK-CHOCOLATE-NUT 3
R DORITOS-COOL-RANCH 5
R DORITOS-COOL-RANCH 2
O ALTOIDS-PEPPERMINT 2 7
O SKITTLES 2 2
R LAYS-BARBECUE 3
R SUN-CHIPS-HARVEST-CHEDDAR 1
R OREO 10
O HARIBO-GOLD-BEARS 8 5
R HOSTESS-TWINKIES 4
R TROPICANA-ORANGE-JUICE 2
P RITZ-CRACKERS 7
P CLIF-BAR-CHOCOLATE-CHIP 3
R SPRITE 2
R LIFE-SAVERS-GUMMIES 4
P STARBURST 5
R LAYS-BARBECUE 8
R NESTEA-LEMON-TEA 2
P AQUAFINA-WATER 6
M 3
P GATORADE 3
R SMARTWATER 8
P DR-PEPPER 2
R KIND-BAR-DARK-CHOCOLATE-NUT 7
R ALTOIDS-PEPPERMINT 8
R MOUNTAIN-DEW 6
R LAYS-CLASSIC 5
R POWERADE 2
P GATORADE 3
R FIJI-WATER 8
P OREO 1
R LAYS-BARBECUE 5
R CLIF-BAR-CHOCOLATE-CHIP 8
R POCKY-CHOCOLATE 10
M 3
R KIND-BAR-DARK-CHOCOLATE-NUT 9
R MONSTER-ENERGY 4
R NESTEA-LEMON-TEA 4
R TIC-TAC-ORANGE 7
R TASTYKAKE-HONEY-BUN 6
R SPRITE 4
R EXTRA-PEPPERMINT-GUM 9
R TASTYKAKE-HONEY-BUN 9
P MENTOS-FRUIT 5
R HARIBO-GOLD-BEARS 7
R POWERADE 3
R EXTRA-PEPPERMINT-GUM 10
O LAYS-BARBECUE 3 8
M 9
R PRINGLES-ORIGINAL 2
P MOUNTAIN-DEW 5
R PLANET-OATS-CHOCOLATE-MILK 7
P STARBURST 1
R TASTYKAKE-HONEY-BUN 9
R 3-MUSKETEERS 7
R M&M 4
M 10
R MONSTER-ENERGY 5
K WHAT-A-MATRAKA
O SUN-CHIPS-HARVEST-CHEDDAR 1 2
R NUTRI-GRAIN-STRAWBERRY 7
P HARIBO-GOLD-BEARS 8
R MOUNTAIN-DEW 9
P NESQUIK-CHOCOLATE-MILK 2
O MONSTER-ENERGY 6 8
P NUTRI-GRAIN-STRAWBERRY 6
R KIND-BAR-DARK-CHOCOLATE-NUT 2
R PRINGLES-ORIGINAL 8
R HOSTESS-DONETTES-POWDERED 4
R LAYS-BARBECUE 4
K WHAT-A-MATRAKA
R PRINGLES-SOUR-CREAM-&-ONION 1
R HOSTESS-DONETTES-POWDERED 3
M 8
R PRINGLES-SOUR-CREAM-&-ONION 8
R NUTRI-GRAIN-STRAWBERRY 4
M 2
R SKITTLES 1
P AQUAFINA-WATER 9
R NESTEA-LEMON-TEA 9
R LAYS-BARBECUE 8
O MOUNTAIN-DEW 5 4
P DASANI-WATER 5
O TROPICANA-ORANGE-JUICE 6 6
R COCA-COLA 3
M 6
P PLANET-OATS-CHOCOLATE-MILK 7
R KIND-BAR-DARK-CHOCOLATE-NUT 4
R TRIDENT-SPEARMINT-GUM 4
P FANTA-ORANGE 3
R DORITOS-COOL-RANCH 3
R PEPSI 10
R SUN-CHIPS-HARVEST-CHEDDAR 9
R NESQUIK-CHOCOLATE-MILK 2
R CHEETOS-FLAMIN'-HOT 10
R TROPICANA-ORANGE-JUICE 9
O DORITOS-COOL-RANCH 10 9
K WHAT-A-MATRAKA
M 6
M 6
P NESQUIK-CHOCOLATE-MILK 9
R POCKY-CHOCOLATE 9
R POWERADE 7
R STARBUCKS-FRAPPUCCINO 8
P TIC-TAC-ORANGE 2
P STARBURST 7
R STARBUCKS-FRAPPUCCINO 2
R NESQUIK-CHOCOLATE-MILK 2
P COCA-COLA 3
M 5
P CLIF-BAR-CHOCOLATE-CHIP 6
R TASTYKAKE-HONEY-BUN 3
P CHEETOS-FLAMIN'-HOT 8
O FANTA-ORANGE 5 8
