M 10
R AQUAFINA-WATER 1
R TIC-TAC-ORANGE 8
O RITZ-CRACKERS 3 2
R PEPSI 2
R POCKY-CHOCOLATE 9
R DR-PEPPER 6
P CHEETOS-CRUNCHY 9
P PEPSI 1
R CHEETOS-FLAMIN'-HOT 2
O CHEETOS-CRUNCHY 6 10
R TWIX 1
R PRINGLES-SOUR-CREAM-&-ONION 3
R CHEETOS-CRUNCHY 4
R MILKY-WAY 8
R PEPSI 10
O CLIF-BAR-CHOCOLATE-CHIP 10 1
P TRIDENT-SPEARMINT-GUM 4
M 9
R SKITTLES 7
R PLANET-OATS-CHOCOLATE-MILK 9
R POCKY-CHOCOLATE 7
M 3
P PRINGLES-SOUR-CREAM-&-ONION 4
R DASANI-WATER 2
M 5
R AQUAFINA-WATER 1
R DR-PEPPER 8
R TROPICANA-ORANGE-JUICE 3
R CHEETOS-FLAMIN'-HOT 7
O TROPICANA-ORANGE-JUICE 6 7
R DORITOS-NACHO-CHEESE 9
R POCKY-CHOCOLATE 8
R PLANET-OATS-CHOCOLATE-MILK 2
P MENTOS-FRUIT 8
O PLANET-OATS-CHOCOLATE-MILK 9 10
P TWIX 1
R TIC-TAC-ORANGE 7
R NESTEA-LEMON-TEA 10
P POCKY-CHOCOLATE 1
R KIND-BAR-DARK-CHOCOLATE-NUT 8
K WHAT-A-MATRAKA
R LIFE-SAVERS-GUMMIES 8
R COCA-COLA 7
P DORITOS-NACHO-CHEESE 2
R FIJI-WATER 8
O HOSTESS-TWINKIES 10 10
P CHEETOS-CRUNCHY 6
R RITZ-CRACKERS 5
R SNICKERS 1
R KIND-BAR-DARK-CHOCOLATE-NUT 10
R TRIDENT-SPEARMINT-GUM 3
R DORITOS-COOL-RANCH 6
R TRIDENT-SPEARMINT-GUM 10
O LAYS-CLASSIC 8 5
R LAYS-BARBECUE 2
P LIFE-SAVERS-GUMMIES 3
O COCA-COLA 7 9
M 4
P POCKY-CHOCOLATE 5
R ALTOIDS-PEPPERMINT 3
R KIND-BAR-DARK-CHOCOLATE-NUT 9
R COCA-COLA 1
O EXTRA-PEPPERMINT-GUM 1 6
R PRINGLES-SOUR-CREAM-&-ONION 6
R GATORADE 7
R DORITOS-NACHO-CHEESE 1
R COCA-COLA 7
R CHEETOS-FLAMIN'-HOT 10
O HARIBO-GOLD-BEARS 1 3
R POWERADE 7
P TASTYKAKE-HONEY-BUN 4
P HOSTESS-TWINKIES 4
R STARBURST 3
R 3-MUSKETEERS 9
M 8
P SMARTWATER 7
R MILKY-WAY 5
R TASTYKAKE-HONEY-BUN 6
M 8
R NESQUIK-CHOCOLATE-MILK 5
P FIJI-WATER 10
P TASTYKAKE-HONEY-BUN 4
M 1
M 2
R KIND-BAR-DARK-CHOCOLATE-NUT 4
P POWERADE 2
R PRINGLES-SOUR-CREAM-&-ONION 5
R KIT-KAT 9
R NESTEA-LEMON-TEA 5
R DORITOS-NACHO-CHEESE 9
R MONSTER-ENERGY 7
R POWERADE 7
R M&M 9
M 4
M 6
R TRIDENT-SPEARMINT-GUM 3
R HOSTESS-DONETTES-POWDERED 8
R NESQUIK-CHOCOLATE-MILK 3
R LAYS-BARBECUE 8
P LAYS-BARBECUE 10
R KIND-BAR-DARK-CHOCOLATE-NUT 5
R ALTOIDS-PEPPERMINT 1
R POCKY-CHOCOLATE 4
R CLIF-BAR-CHOCOLATE-CHIP 4
M 8
P HOSTESS-DONETTES-POWDERED 10
P RED-BULL 6
R TRIDENT-SPEARMINT-GUM 3
R STARBURST 2
R ALTOIDS-PEPPERMINT 4
P MONSTER-ENERGY 3
R TWIX 6
O HOSTESS-TWINKIES 9 4
R PEPSI 7
R GATORADE 3
O TROPICANA-ORANGE-JUICE 9 10
R TIC-TAC-ORANGE 5
R HOSTESS-TWINKIES 2
R AQUAFINA-WATER 2
K WHAT-A-MATRAKA
R STARBUCKS-FRAPPUCCINO 10
R CHEETOS-FLAMIN'-HOT 8
R TASTYKAKE-HONEY-BUN 3
R PEPSI 4
P LIFE-SAVERS-GUMMIES 1
P SKITTLES 7
R TWIX 4
R TIC-TAC-ORANGE 4
R SMARTWATER 2
R KIT-KAT 6
R LIFE-SAVERS-GUMMIES 7
R LAYS-BARBECUE 3
R NESTEA-LEMON-TEA 2
R OREO 10
O DR-PEPPER 8 10
O FANTA-ORANGE 5 6
R PRINGLES-ORIGINAL 2
R PLANET-OATS-CHOCOLATE-MILK 1
R TIC-TAC-ORANGE 1
O FIJI-WATER 8 3
K WHAT-A-MATRAKA
R STARBURST 3
O TWIX 9 2
P FANTA-ORANGE 8
P TWIX 8
R CHEETOS-CRUNCHY 4
P DORITOS-NACHO-CHEESE 8
O PRINGLES-ORIGINAL 6 9
R STARBUCKS-FRAPPUCCINO 3
R PRINGLES-ORIGINAL 10
R PLANET-OATS-CHOCOLATE-MILK 4
R KIND-BAR-DARK-CHOCOLATE-NUT 10
R CHEETOS-FLAMIN'-HOT 8
P COCA-COLA 8
R TRIDENT-SPEARMINT-GUM 9
P HOSTESS-DONETTES-POWDERED 8
R TRIDENT-SPEARMINT-GUM 8
R GATORADE 10
R RED-BULL 1
O FANTA-ORANGE 10 2
K WHAT-A-MATRAKA
O SMARTWATER 7 6
R M&M 4
R SMARTWATER 1
R FIJI-WATER 9
P DR-PEPPER 8
R TIC-TAC-ORANGE 8
R TRIDENT-SPEARMINT-GUM 9
P SNICKERS 6
R STARBUCKS-FRAPPUCCINO 7
P KIT-KAT 4
R POCKY-CHOCOLATE 5
R COCA-COLA 10
P TIC-TAC-ORANGE 7
R KIT-KAT 8
P SMARTWATER 2
R SPRITE 7
K WHAT-A-MATRAKA
R ALTOIDS-PEPPERMINT 4
O PRINGLES-SOUR-CREAM-&-ONION 10 10
R EXTRA-PEPPERMINT-GUM 2
R MILKY-WAY 4
R KIND-BAR-DARK-CHOCOLATE-NUT 8
R FIJI-WATER 9
P EXTRA-PEPPERMINT-GUM 6
R TWIX 1
R STARBUCKS-FRAPPUCCINO 1
P PRINGLES-ORIGINAL 5
P LIFE-SAVERS-GUMMIES 6
R TIC-TAC-ORANGE 6
P OREO 3
R RITZ-CRACKERS 9
P CLIF-BAR-CHOCOLATE-CHIP 6
R 3-MUSKETEERS 3
O M&M 5 3
R M&M 4
R KIT-KAT 4
P SNICKERS 5
O SPRITE 2 10
R RED-BULL 3
R DORITOS-NACHO-CHEESE 4
R M&M 4
P NESTEA-LEMON-TEA 4
R TWIX 6
R FIJI-WATER 8
R PRINGLES-ORIGINAL 2
R ALTOIDS-PEPPERMINT 9
K WHAT-A-MATRAKA
R MILKY-WAY 5
R NESTEA-LEMON-TEA 9
O SPRITE 7 10
R HARIBO-GOLD-BEARS 2
R FIJI-WATER 8
P 3-MUSKETEERS 9
P SNICKERS 1
R MENTOS-FRUIT 9
R PRINGLES-SOUR-CREAM-&-ONION 2
R STARBUCKS-FRAPPUCCINO 1
M 10
R AQUAFINA-WATER 5
P RITZ-CRACKERS 3
R NESTEA-LEMON-TEA 2
K WHAT-A-MATRAKA
P SKITTLES 10
R TWIX 6
P POCKY-CHOCOLATE 9
R TROPICANA-ORANGE-JUICE 2
R KIT-KAT 6
R KIND-BAR-DARK-CHOCOLATE-NUT 2
P DORITOS-COOL-RANCH 1
O NUTRI-GRAIN-STRAWBERRY 2 2
O DASANI-WATER 10 10
P TASTYKAKE-HONEY-BUN 9
R PLANET-OATS-CHOCOLATE-MILK 4
O SKITTLES 4 6
R SKITTLES 8
R STARBUCKS-FRAPPUCCINO 2
M 7
P SKITTLES 10
R MENTOS-FRUIT 1
P HOSTESS-DONETTES-POWDERED 7
R SKITTLES 7
R NUTRI-GRAIN-STRAWBERRY 6
O LAYS-CLASSIC 4 5
P OREO 9
R LAYS-CLASSIC 9
P TASTYKAKE-HONEY-BUN 10
R RED-BULL 6
O FIJI-WATER 7 2
M 9
O ALTOIDS-PEPPERMINT 2 5
K WHAT-A-MATRAKA
R STARBURST 8
R HOSTESS-DONETTES-POWDERED 10
R MOUNTAIN-DEW 5
O POWERADE 9 2
R CHEETOS-CRUNCHY 1
R POWERADE 5
R HOSTESS-DONETTES-POWDERED 6
R MONSTER-ENERGY 1
R SKITTLES 9
R NESTEA-LEMON-TEA 2
R TASTYKAKE-HONEY-BUN 4
K WHAT-A-MATRAKA
P LAYS-BARBECUE 9
P ALTOIDS-PEPPERMINT 3
O DORITOS-COOL-RANCH 7 4
R SPRITE 6
M 2
R POCKY-CHOCOLATE 9
R STARBURST 10
M 10
R STARBURST 10
R ALTOIDS-PEPPERMINT 1
R EXTRA-PEPPERMINT-GUM 6
R SPRITE 2
R DASANI-WATER 7
O HARIBO-GOLD-BEARS 10 10
R EXTRA-PEPPERMINT-GUM 1
P DORITOS-COOL-RANCH 7
R TASTYKAKE-HONEY-BUN 2
R STARBURST 5
R CLIF-BAR-CHOCOLATE-CHIP 6
R HARIBO-GOLD-BEARS 10
R STARBUCKS-FRAPPUCCINO 4
P TWIX 9
P OREO 1
P AQUAFINA-WATER 6
R AQUAFINA-WATER 1
O PLANET-OATS-CHOCOLATE-MILK 10 5
R PEPSI 4
R TRIDENT-SPEARMINT-GUM 2
R NESTEA-LEMON-TEA 8
K WHAT-A-MATRAKA
R PEPSI 9
O DR-PEPPER 9 2
O SMARTWATER 6 5
R STARBURST 5
R STARBUCKS-FRAPPUCCINO 2
R SMARTWATER 7
R COCA-COLA 3
R 3-MUSKETEERS 9
R TRIDENT-SPEARMINT-GUM 4
R OREO 1
R NESQUIK-CHOCOLATE-MILK 6
R DORITOS-COOL-RANCH 1
R NESQUIK-CHOCOLATE-MILK 6
P TIC-TAC-ORANGE 8
R CHEETOS-FLAMIN'-HOT 7
O HARIBO-GOLD-BEARS 4 8
M 9
R MILKY-WAY 1
R EXTRA-PEPPERMINT-GUM 6
R TASTYKAKE-HONEY-BUN 10
P HOSTESS-TWINKIES 7
R SMARTWATER 5
R DORITOS-NACHO-CHEESE 6
R M&M 3
R LIFE-SAVERS-GUMMIES 10
R CHEETOS-FLAMIN'-HOT 3
R LAYS-CLASSIC 7
R RITZ-CRACKERS 8
R DASANI-WATER 2
O COCA-COLA 9 6
R NUTRI-GRAIN-STRAWBERRY 10
R EXTRA-PEPPERMINT-GUM 10
M 9
P FANTA-ORANGE 4
P KIND-BAR-DARK-CHOCOLATE-NUT 2
R SPRITE 2
P TASTYKAKE-HONEY-BUN 2
R M&M 4
P SPRITE 5
R STARBUCKS-FRAPPUCCINO 10
R TASTYKAKE-HONEY-BUN 9
R 3-MUSKETEERS 4
R COCA-COLA 1
R MILKY-WAY 1
R M&M 9
R M&M 5
R LAYS-CLASSIC 8
O STARBUCKS-FRAPPUCCINO 4 3
R RITZ-CRACKERS 5
R DR-PEPPER 4
R STARBUCKS-FRAPPUCCINO 5
R AQUAFINA-WATER 10
R DR-PEPPER 6
M 1
O HOSTESS-DONETTES-POWDERED 7 9
P DASANI-WATER 6
O STARBUCKS-FRAPPUCCINO 3 3
R NESQUIK-CHOCOLATE-MILK 2
R POWERADE 7
K WHAT-A-MATRAKA
R DR-PEPPER 4
R MENTOS-FRUIT 9
R HOSTESS-DONETTES-POWDERED 5
R RITZ-CRACKERS 4
R SMARTWATER 4
R PRINGLES-SOUR-CREAM-&-ONION 5
R STARBURST 10
M 4
P RED-BULL 6
P DASANI-WATER 2
R TRIDENT-SPEARMINT-GUM 5
R LAYS-CLASSIC 4
K WHAT-A-MATRAKA
R POWERADE 6
R POWERADE 2
R EXTRA-PEPPERMINT-GUM 10
O KIT-KAT 5 7
P TROPICANA-ORANGE-JUICE 10
R FIJI-WATER 3
R HARIBO-GOLD-BEARS 7
P DASANI-WATER 2
P MOUNTAIN-DEW 8
R TRIDENT-SPEARMINT-GUM 1
P AQUAFINA-WATER 9
R TIC-TAC-ORANGE 8
M 8
O LIFE-SAVERS-GUMMIES 8 10
O KIND-BAR-DARK-CHOCOLATE-NUT 10 1
R LAYS-CLASSIC 2
P PLANET-OATS-CHOCOLATE-MILK 3
R MILKY-WAY 5
R CHEETOS-FLAMIN'-HOT 4
M 5
P SPRITE 5
R EXTRA-PEPPERMINT-GUM 10
R TRIDENT-SPEARMINT-GUM 6
O ALTOIDS-PEPPERMINT 4 9
P TWIX 6
R CHEETOS-CRUNCHY 5
R MOUNTAIN-DEW 4
P PLANET-OATS-CHOCOLATE-MILK 6
R PRINGLES-ORIGINAL 8
R LAYS-BARBECUE 1
P GATORADE 3
R HOSTESS-DONETTES-POWDERED 1
R TASTYKAKE-HONEY-BUN 1
R POWERADE 8
R DORITOS-NACHO-CHEESE 8
O DR-PEPPER 9 1
R SKITTLES 1
O PLANET-OATS-CHOCOLATE-MILK 10 9
R CHEETOS-FLAMIN'-HOT 8
K WHAT-A-MATRAKA
R STARBURST 3
R AQUAFINA-WATER 6
R DASANI-WATER 2
P TROPICANA-ORANGE-JUICE 5
K WHAT-A-MATRAKA
R CHEETOS-CRUNCHY 8
R TWIX 4
R TROPICANA-ORANGE-JUICE 10
R TASTYKAKE-HONEY-BUN 2
P TASTYKAKE-HONEY-BUN 10
P MONSTER-ENERGY 4
R LAYS-CLASSIC 2
P PRINGLES-SOUR-CREAM-&-ONION 1
R DR-PEPPER 9
K WHAT-A-MATRAKA
O MENTOS-FRUIT 4 8
R DR-PEPPER 4
R TWIX 4
P FIJI-WATER 7
R MOUNTAIN-DEW 5
P TROPICANA-ORANGE-JUICE 1
R NUTRI-GRAIN-STRAWBERRY 9
R CHEETOS-CRUNCHY 1
R MILKY-WAY 3
P TIC-TAC-ORANGE 9
R TRIDENT-SPEARMINT-GUM 9
R RITZ-CRACKERS 9
R MILKY-WAY 1
P RITZ-CRACKERS 9
O PRINGLES-ORIGINAL 7 1
R SKITTLES 9
R RITZ-CRACKERS 7
O LAYS-CLASSIC 1 1
R HOSTESS-TWINKIES 8
R EXTRA-PEPPERMINT-GUM 5
R POCKY-CHOCOLATE 9
M 9
O TROPICANA-ORANGE-JUICE 5 1
R MONSTER-ENERGY 1
P DASANI-WATER 5
R HOSTESS-TWINKIES 1
P RITZ-CRACKERS 8
R AQUAFINA-WATER 6
R TRIDENT-SPEARMINT-GUM 7
P AQUAFINA-WATER 1
P MILKY-WAY 8
P DORITOS-COOL-RANCH 1
R TASTYKAKE-HONEY-BUN 5
R KIND-BAR-DARK-CHOCOLATE-NUT 7
R HARIBO-GOLD-BEARS 5
P SMARTWATER 4
R CLIF-BAR-CHOCOLATE-CHIP 1
P CHEETOS-CRUNCHY 1
R KIND-BAR-DARK-CHOCOLATE-NUT 1
P OREO 8
P NESTEA-LEMON-TEA 10
P CHEETOS-CRUNCHY 8
R FIJI-WATER 6
R OREO 7
R SPRITE 4
P LAYS-BARBECUE 6
P MOUNTAIN-DEW 3
R NESTEA-LEMON-TEA 9
O TROPICANA-ORANGE-JUICE 9 10
R PLANET-OATS-CHOCOLATE-MILK 9
R TWIX 10
O SUN-CHIPS-HARVEST-CHEDDAR 8 3
R CHEETOS-CRUNCHY 5
R LAYS-BARBECUE 6
R POWERADE 10
R PLANET-OATS-CHOCOLATE-MILK 6
R TIC-TAC-ORANGE 3
O FANTA-ORANGE 8 10
M 6
R TRIDENT-SPEARMINT-GUM 1
R M&M 9
R KIT-KAT 8
R RED-BULL 5
K WHAT-A-MATRAKA
R DORITOS-COOL-RANCH 6
R HOSTESS-DONETTES-POWDERED 3
O POWERADE 1 10
R MONSTER-ENERGY 6
R MOUNTAIN-DEW 4
P DORITOS-NACHO-CHEESE 9
P LAYS-BARBECUE 5
R DORITOS-COOL-RANCH 2
O MOUNTAIN-DEW 2 1
P DASANI-WATER 6
R FIJI-WATER 3
P SNICKERS 6
R RED-BULL 2
R SNICKERS 5
K WHAT-A-MATRAKA
R LAYS-BARBECUE 7
R NUTRI-GRAIN-STRAWBERRY 5
R POCKY-CHOCOLATE 7
R FANTA-ORANGE 9
O MENTOS-FRUIT 3 9
R EXTRA-PEPPERMINT-GUM 9
R EXTRA-PEPPERMINT-GUM 9
R M&M 1
R HOSTESS-DONETTES-POWDERED 7
R CHEETOS-FLAMIN'-HOT 8
P 3-MUSKETEERS 8
R M&M 7
P SUN-CHIPS-HARVEST-CHEDDAR 7
R FIJI-WATER 1
O EXTRA-PEPPERMINT-GUM 9 2
R LAYS-BARBECUE 5
O SKITTLES 6 3
P STARBURST 10
R DASANI-WATER 5
K WHAT-A-MATRAKA
R TRIDENT-SPEARMINT-GUM 4
P LIFE-SAVERS-GUMMIES 2
P SKITTLES 4
R FANTA-ORANGE 10
R LAYS-BARBECUE 2
R LAYS-CLASSIC 10
R PLANET-OATS-CHOCOLATE-MILK 8
R POWERADE 5
R SNICKERS 9
R POCKY-CHOCOLATE 10
R MILKY-WAY 4
R GATORADE 8
R MOUNTAIN-DEW 6
P CLIF-BAR-CHOCOLATE-CHIP 7
R FANTA-ORANGE 9
K WHAT-A-MATRAKA
P LAYS-BARBECUE 4
O LAYS-CLASSIC 7 3
R SKITTLES 4
R HOSTESS-TWINKIES 4
M 6
R SNICKERS 4
M 1
O FIJI-WATER 4 2
R ALTOIDS-PEPPERMINT 7
O SNICKERS 10 6
P POCKY-CHOCOLATE 10
P TRIDENT-SPEARMINT-GUM 8
R STARBUCKS-FRAPPUCCINO 5
R LAYS-CLASSIC 6
R NESTEA-LEMON-TEA 7
P TROPICANA-ORANGE-JUICE 6
R TASTYKAKE-HONEY-BUN 2
P AQUAFINA-WATER 1
O DASANI-WATER 5 6
P DR-PEPPER 2
P ALTOIDS-PEPPERMINT 4
R TWIX 10
M 8
R RITZ-CRACKERS 7
P LAYS-CLASSIC 6
R NESQUIK-CHOCOLATE-MILK 9
P MOUNTAIN-DEW 2
K WHAT-A-MATRAKA
R DORITOS-COOL-RANCH 7
P OREO 6
M 8
R MILKY-WAY 4
P AQUAFINA-WATER 9
P HOSTESS-TWINKIES 10
R DR-PEPPER 10
R EXTRA-PEPPERMINT-GUM 8
P COCA-COLA 5
P SKITTLES 5
R KIND-BAR-DARK-CHOCOLATE-NUT 8
R RITZ-CRACKERS 9
R SNICKERS 6
R DR-PEPPER 10
R DASANI-WATER 7
M 4
P MILKY-WAY 2
R STARBUCKS-FRAPPUCCINO 1
R AQUAFINA-WATER 8
P DORITOS-COOL-RANCH 4
R PLANET-OATS-CHOCOLATE-MILK 1
R STARBUCKS-FRAPPUCCINO 6
R RED-BULL 9
R DORITOS-COOL-RANCH 5
R COCA-COLA 4
R CHEETOS-CRUNCHY 4
R MONSTER-ENERGY 5
P KIT-KAT 9
R STARBURST 1
R MONSTER-ENERGY 7
P LIFE-SAVERS-GUMMIES 4
P SMARTWATER 5
R LAYS-CLASSIC 7
R SMARTWATER 9
R HOSTESS-TWINKIES 8
R COCA-COLA 4
R PLANET-OATS-CHOCOLATE-MILK 5
P DR-PEPPER 8
R TROPICANA-ORANGE-JUICE 3
R 3-MUSKETEERS 4
R NESQUIK-CHOCOLATE-MILK 5
O MENTOS-FRUIT 9 4
R KIT-KAT 9
R FIJI-WATER 6
R M&M 2
K WHAT-A-MATRAKA
R FIJI-WATER 4
O TROPICANA-ORANGE-JUICE 3 5
O LAYS-CLASSIC 9 9
P MENTOS-FRUIT 6
R RITZ-CRACKERS 4
R TWIX 5
P TWIX 3
P TASTYKAKE-HONEY-BUN 6
R CLIF-BAR-CHOCOLATE-CHIP 10
R CHEETOS-CRUNCHY 1
R RED-BULL 10
R DORITOS-COOL-RANCH 9
P COCA-COLA 6
R EXTRA-PEPPERMINT-GUM 7
R LAYS-BARBECUE 2
R TWIX 10
K WHAT-A-MATRAKA
P STARBUCKS-FRAPPUCCINO 3
O MOUNTAIN-DEW 1 1
P OREO 4
P RED-BULL 10
R MONSTER-ENERGY 10
R TIC-TAC-ORANGE 9
R TWIX 5
R SKITTLES 7
O PEPSI 10 7
P PRINGLES-SOUR-CREAM-&-ONION 9
M 2
R DORITOS-COOL-RANCH 2
P KIT-KAT 5
M 7
R PEPSI 5
P DR-PEPPER 8
R FIJI-WATER 5
R MONSTER-ENERGY 2
R POWERADE 7
M 4
R TASTYKAKE-HONEY-BUN 1
R FANTA-ORANGE 7
O PRINGLES-SOUR-CREAM-&-ONION 6 4
R LIFE-SAVERS-GUMMIES 9
R PEPSI 7
R RED-BULL 10
R PLANET-OATS-CHOCOLATE-MILK 9
R KIT-KAT 10
R PRINGLES-ORIGINAL 7
K WHAT-A-MATRAKA
R PRINGLES-ORIGINAL 6
P CHEETOS-CRUNCHY 3
P CHEETOS-CRUNCHY 3
R SMARTWATER 6
R SKITTLES 4
M 5
O TWIX 1 3
R DORITOS-NACHO-CHEESE 4
P STARBUCKS-FRAPPUCCINO 5
O HOSTESS-DONETTES-POWDERED 2 6
R CLIF-BAR-CHOCOLATE-CHIP 10
R CLIF-BAR-CHOCOLATE-CHIP 6
K WHAT-A-MATRAKA
R DORITOS-COOL-RANCH 1
P FANTA-ORANGE 1
P DASANI-WATER 10
R DR-PEPPER 2
R POWERADE 8
R STARBUCKS-FRAPPUCCINO 9
P SMARTWATER 1
R SKITTLES 2
R CLIF-BAR-CHOCOLATE-CHIP 2
R MILKY-WAY 5
R SPRITE 7
R TASTYKAKE-HONEY-BUN 5
R GATORADE 6
R KIND-BAR-DARK-CHOCOLATE-NUT 6
R CHEETOS-CRUNCHY 6
R HOSTESS-DONETTES-POWDERED 5
R FIJI-WATER 1
M 2
P FANTA-ORANGE 9
R TWIX 1
P MONSTER-ENERGY 9
O KIND-BAR-DARK-CHOCOLATE-NUT 10 1
O CHEETOS-FLAMIN'-HOT 10 6
R SKITTLES 7
R KIND-BAR-DARK-CHOCOLATE-NUT 4
R COCA-COLA 5
M 6
O LAYS-CLASSIC 6 4
P PRINGLES-ORIGINAL 9
R MILKY-WAY 5
P 3-MUSKETEERS 1
R SMARTWATER 6
K WHAT-A-MATRAKA
R FIJI-WATER 1
R FANTA-ORANGE 3
P KIND-BAR-DARK-CHOCOLATE-NUT 8
R EXTRA-PEPPERMINT-GUM 5
P TASTYKAKE-HONEY-BUN 3
R MENTOS-FRUIT 6
P GATORADE 1
R PRINGLES-SOUR-CREAM-&-ONION 1
R SUN-CHIPS-HARVEST-CHEDDAR 3
R AQUAFINA-WATER 1
P NESTEA-LEMON-TEA 6
R LIFE-SAVERS-GUMMIES 1
R HARIBO-GOLD-BEARS 8
P DASANI-WATER 7
R 3-MUSKETEERS 6
R SUN-CHIPS-HARVEST-CHEDDAR 3
P SNICKERS 10
P EXTRA-PEPPERMINT-GUM 10
R PRINGLES-ORIGINAL 6
R NUTRI-GRAIN-STRAWBERRY 5
O PRINGLES-SOUR-CREAM-&-ONION 10 8
R HOSTESS-DONETTES-POWDERED 3
O PLANET-OATS-CHOCOLATE-MILK 3 7
R SNICKERS 7
P POCKY-CHOCOLATE 10
P HOSTESS-DONETTES-POWDERED 10
R NUTRI-GRAIN-STRAWBERRY 3
P SUN-CHIPS-HARVEST-CHEDDAR 7
P STARBUCKS-FRAPPUCCINO 4
R PRINGLES-SOUR-CREAM-&-ONION 2
P CLIF-BAR-CHOCOLATE-CHIP 9
K WHAT-A-MATRAKA
